,log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id,language
1006,30095273_146674,Pm_146674,U_30095273,0,1,0.0,2020-06-07 20:20:07,K_用户配置文件_计算机科学与技术,管好用户--管好用户测试,关于Linux中用的用户配置文件，下面描述正确的是：,"{'A': '/etc/passwd中存放着用户加密后的密码', 'B': '/etc/passwd中存放着用户的主用户组信息', 'C': '如果用户密码为空，/etc/passwd的第二个字段将出现叹号！或者星号 *', 'D': '/etc/shadow 中第三个字段表示的密码最后一次修改时间', 'E': '可以通过修改passwd 和 shadow文件的内容来修改用户属性'}","[""B"", ""D"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
1008,30095273_146677,Pm_146677,U_30095273,0,1,0.0,2020-06-07 21:08:06,K_分区表_计算机科学与技术,管好硬盘--管好硬盘测试,fdisk命令中将分区写入分区表的指令是：,"{'A': 'w', 'B': 's', 'C': 'r', 'D': 'ctrl+s'}","[""A""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1011,30095273_146680,Pm_146680,U_30095273,1,1,1.0,2020-06-07 21:12:09,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,将主机的第二块SCSI接口硬盘上的第2个格式化为ext4文件系统的逻辑分区以只读方式挂载到/tmp_disk目录上的命令是:,"{'A': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk', 'B': 'mount -t ext4 -o ro /dev/sdb2 /tmp_disk', 'C': 'mount -t ext4 -o ro /dev/sdb6 /tmp_disk', 'D': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk'}","[""C""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1012,30095273_146681,Pm_146681,U_30095273,1,1,2.0,2020-06-07 21:12:40,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中开机自动挂载分区配置文件/etc/fstab，下面描述正确的是:,"{'A': '第一个字段可以填入要开机挂载的设备名', 'B': '第一个字段可以填入要开机挂载的设备标签', 'C': '第一个字段可以填入要开机挂载的设备UUID', 'D': '第一个字段可以填入要开机挂载的设备别名'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1016,30095273_146685,Pm_146685,U_30095273,1,1,2.0,2020-06-07 21:21:06,K_系统目录_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1017,30095273_146685,Pm_146685,U_30095273,1,1,2.0,2020-06-07 21:21:06,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1018,30095273_146686,Pm_146686,U_30095273,1,1,2.0,2020-06-07 21:21:59,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1019,30095273_146686,Pm_146686,U_30095273,1,1,2.0,2020-06-07 21:21:59,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1020,30095273_146687,Pm_146687,U_30095273,1,1,1.0,2020-06-07 21:22:25,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,主机上第三块SCSI接口的硬盘中第一个逻辑分区的设备文件名字是,"{'A': 'sdc1', 'B': 'sda1', 'C': 'sdc4', 'D': 'sda4', 'E': 'sdc5'}","[""E""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
1021,30095273_146689,Pm_146689,U_30095273,1,1,1.0,2020-06-07 21:37:19,K_ipconfig_计算机科学与技术,管好网络--管好网络测试,可以用哪个命令测试两台主机之间网络的连通性。,"{'A': 'ping', 'B': 'ifconfig', 'C': 'ipconfig', 'D': 'route'}","[""A""]",1.0,1.0,单选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
1026,30095273_146694,Pm_146694,U_30095273,1,1,1.0,2020-06-07 21:40:04,K_调试_计算机科学与技术,管好网络--管好网络测试,回环接口为系统提供一个单机网络环境，一般用于网络程序的调试。,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
1029,30095273_146697,Pm_146697,U_30095273,0,1,0.0,2020-06-07 21:46:34,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于修改主机名，下面那些说法是正确的：,"{'A': '需要修改/etc/sysconfig/network文件', 'B': '需要修改/etc/hosts文件', 'C': '需要修改/etc/sysconfig/network-scripts/ifcfg-eth0文件', 'D': '一般需要重启系统，让修改生效'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
1031,30095273_146699,Pm_146699,U_30095273,1,1,2.0,2020-06-07 21:48:07,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于为网络接口配置DHCP，下面那些说法是正确的：,"{'A': 'DHCP很方便，但是更容易发生配置错误', 'B': 'DHCP服务器可以指定接口的IP地址、子网掩码和网关', 'C': '默认情况下，CentOS使用DHCP协议配置接口网络参数', 'D': 'DHCP服务器还可以指定主机名'}","[""B"", ""C"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
1035,30095273_146703,Pm_146703,U_30095273,1,1,2.0,2020-06-07 22:38:05,K_软件资源_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
1036,30095273_146703,Pm_146703,U_30095273,1,1,2.0,2020-06-07 22:38:05,K_软件管理_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
1037,30095273_146704,Pm_146704,U_30095273,1,1,2.0,2020-06-07 22:39:03,K_全名_计算机科学与技术,管好软件包--管好软件包测试,关于用rpm卸载软件，下面哪些说法是正确的：,"{'A': '使用-r选项', 'B': '使用-e选项', 'C': '卸载软件需要知道软件安装后包括版本号在内的全名', 'D': '卸载软件只需要知道软件名即可', 'E': '卸载一个软件可能会导致系统中别的软件无法使用'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
1038,30095273_146705,Pm_146705,U_30095273,1,1,2.0,2020-06-07 22:43:36,K_软件管理器_计算机科学与技术,管好软件包--管好软件包测试,下面关于yum的说法那些是错误的？,"{'A': 'yum目的就是为了解决RPM管理软件包时的依赖关系难题', 'B': 'yum是一种区别于RPM软件封装模式', 'C': 'yum是红帽系列Linux中的默认软件管理器', 'D': 'yum客户端在安装软件时无需了解该软件包的依赖关系信息'}","[""B"", ""C""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
1078,30433449_146588,Pm_146588,U_30433449,1,1,1.0,2020-06-10 15:24:34,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",1.0,1.0,单选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1079,30433449_146589,Pm_146589,U_30433449,0,1,0.0,2020-06-10 15:24:46,K_自由软件_计算机科学与技术,初识Linux--初识Linux测试,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1081,30433449_146591,Pm_146591,U_30433449,0,1,0.0,2020-06-10 15:25:20,K_闭源_计算机科学与技术,初识Linux--初识Linux测试,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1082,30433449_146592,Pm_146592,U_30433449,0,1,0.0,2020-06-10 15:25:38,K_Swap分区_计算机科学与技术,初识Linux--初识Linux测试,安装Linux所要的两个最基本的分区分别是以（ ）和（ ）。,"{'A': '/boot分区', 'B': '/home分区', 'C': '根分区', 'D': 'Swap分区'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1083,30433449_146593,Pm_146593,U_30433449,1,1,2.0,2020-06-10 15:25:57,K_主机名_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1084,30433449_146593,Pm_146593,U_30433449,1,1,2.0,2020-06-10 15:25:57,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1088,30433449_146597,Pm_146597,U_30433449,0,1,0.0,2020-06-10 15:27:07,K_系统管理员_计算机科学与技术,初识Linux--初识Linux测试,下面关于关机和重启的说法，哪些是正确的？,"{'A': '关机是系统管理员要给予充分重视的一件大事.', 'B': 'shutdown -k now 命令用于立即关机', 'C': '不恰当或者不正确的关机和重启，可能会导致数据丢失', 'D': '关机和重启命令默认情况下普通用户亦可执行'}","[""A"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1089,30433449_146598,Pm_146598,U_30433449,1,1,2.0,2020-06-10 15:27:20,K_Shell脚本_计算机科学与技术,初识Linux--初识Linux测试,Linux中所谓的命令(Command)，广义上包括：,"{'A': '可执行的二进制文件', 'B': '可执行的库文件', 'C': 'shell脚本文件', 'D': 'shell内建函数'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1094,30487362_189415,Pm_189415,U_30487362,1,1,1.0,2020-08-20 20:47:56,K_设计原则_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.1智能建筑和综合布线系统,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",1.0,1.0,单选题,1.1,[150598],Ex_150601,Chinese
1095,30487362_189415,Pm_189415,U_30487362,1,1,1.0,2020-08-20 20:47:56,K_综合_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.1智能建筑和综合布线系统,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",1.0,1.0,单选题,1.1,[150598],Ex_150601,Chinese
1098,30487362_189418,Pm_189418,U_30487362,0,1,0.0,2020-08-20 21:33:25,K_服务区_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.2综合布线系统概述,工作区子系统又称（ ）子系统。,"{'A': '工作站', 'B': '服务群', 'C': '服务区', 'D': '信息站'}","[""C""]",1.0,1.0,单选题,1.2,[150598],Ex_150602,Chinese
1102,30487362_189422,Pm_189422,U_30487362,1,1,1.0,2020-08-20 21:34:35,K_综合_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.2综合布线系统概述,垂直干线子系统也称（）子系统。,"{'A': '骨干', 'B': '综合', 'C': '干线', 'D': '连接'}","[""C""]",1.0,1.0,单选题,1.2,[150598],Ex_150602,Chinese
1104,30487362_189424,Pm_189424,U_30487362,1,1,1.0,2020-08-20 21:41:37,K_传输线路_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.3认识综合布线系统,水平干线子系统是指从楼层配线架到工作区的传输线路。,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,1.4,[150598],Ex_150603,Chinese
1136,30826206_146588,Pm_146588,U_30826206,1,1,1.0,2020-07-04 16:41:47,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",1.0,1.0,单选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1137,30826206_146589,Pm_146589,U_30826206,1,1,2.0,2020-07-04 16:42:05,K_自由软件_计算机科学与技术,初识Linux--初识Linux测试,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1139,30826206_146591,Pm_146591,U_30826206,0,1,0.0,2020-07-04 16:42:49,K_闭源_计算机科学与技术,初识Linux--初识Linux测试,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1140,30826206_146592,Pm_146592,U_30826206,1,1,2.0,2020-07-04 16:43:24,K_Swap分区_计算机科学与技术,初识Linux--初识Linux测试,安装Linux所要的两个最基本的分区分别是以（ ）和（ ）。,"{'A': '/boot分区', 'B': '/home分区', 'C': '根分区', 'D': 'Swap分区'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1141,30826206_146593,Pm_146593,U_30826206,1,1,2.0,2020-07-04 16:43:37,K_主机名_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1142,30826206_146593,Pm_146593,U_30826206,1,1,2.0,2020-07-04 16:43:37,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1158,31232166_189415,Pm_189415,U_31232166,1,1,1.0,2020-08-27 16:45:43,K_设计原则_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.1智能建筑和综合布线系统,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",1.0,1.0,单选题,1.1,[150598],Ex_150601,Chinese
1159,31232166_189415,Pm_189415,U_31232166,1,1,1.0,2020-08-27 16:45:43,K_综合_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.1智能建筑和综合布线系统,综合布线要求设计一个结构合理、技术先进、满足需求的综合布线系统方案，下列哪项不属于综合布线系统的设计原则。(  ),"{'A': '综合考虑用户需求、建筑物功能、经济发展水平等因素', 'B': '长远规划思想、保持一定的先进性', 'C': '不必将综合布线系统纳入建筑物整体规划、设计和建设中', 'D': '扩展性、标准化、灵活的管理方式'}","[""C""]",1.0,1.0,单选题,1.1,[150598],Ex_150601,Chinese
1162,31232166_189418,Pm_189418,U_31232166,0,1,0.0,2020-08-27 16:54:53,K_服务区_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.2综合布线系统概述,工作区子系统又称（ ）子系统。,"{'A': '工作站', 'B': '服务群', 'C': '服务区', 'D': '信息站'}","[""C""]",1.0,1.0,单选题,1.2,[150598],Ex_150602,Chinese
1166,31232166_189422,Pm_189422,U_31232166,0,1,0.0,2020-08-27 16:56:58,K_综合_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.2综合布线系统概述,垂直干线子系统也称（）子系统。,"{'A': '骨干', 'B': '综合', 'C': '干线', 'D': '连接'}","[""C""]",1.0,1.0,单选题,1.2,[150598],Ex_150602,Chinese
1168,31232166_189424,Pm_189424,U_31232166,1,1,1.0,2020-08-27 16:59:57,K_传输线路_计算机科学与技术,第一讲 智能建筑和综合布线系统--1.3认识综合布线系统,水平干线子系统是指从楼层配线架到工作区的传输线路。,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,1.4,[150598],Ex_150603,Chinese
1172,31232166_189506,Pm_189506,U_31232166,1,1,1.0,2020-08-27 17:08:55,K_遍_计算机科学与技术,第十讲 光纤熔接技术--10.1光纤熔接技术,"不管我们在去皮工作中多小心也不能保证玻璃丝没有一点污染,因此在熔接工作开始之前我们必须对玻璃丝进行清洁。比较普遍的方法就是用纸巾沾上酒精,然后擦拭清洁每一小根光纤","{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,12.1,[150639],Ex_150641,Chinese
1174,31232166_189508,Pm_189508,U_31232166,1,1,1.0,2020-08-27 17:09:28,K_对接_计算机科学与技术,第十讲 光纤熔接技术--10.1光纤熔接技术,"将玻璃丝固定,按SET键开始熔接。可以从光纤熔接器的显示屏中可以看到两端玻璃丝的对接情况,仪器不会自动调节对正,不可以通过按钮X,Y手动调节位置。等待几秒钟后就完成了光纤的熔接工作","{'true': '正确', 'false': '错误'}","[""false""]",1.0,6.0,判断题,12.1,[150639],Ex_150641,Chinese
1175,31232166_189508,Pm_189508,U_31232166,1,1,1.0,2020-08-27 17:09:28,K_调节_计算机科学与技术,第十讲 光纤熔接技术--10.1光纤熔接技术,"将玻璃丝固定,按SET键开始熔接。可以从光纤熔接器的显示屏中可以看到两端玻璃丝的对接情况,仪器不会自动调节对正,不可以通过按钮X,Y手动调节位置。等待几秒钟后就完成了光纤的熔接工作","{'true': '正确', 'false': '错误'}","[""false""]",1.0,6.0,判断题,12.1,[150639],Ex_150641,Chinese
1176,31232166_189508,Pm_189508,U_31232166,1,1,1.0,2020-08-27 17:09:28,K_调节_计算机科学与技术,第十讲 光纤熔接技术--10.1光纤熔接技术,"将玻璃丝固定,按SET键开始熔接。可以从光纤熔接器的显示屏中可以看到两端玻璃丝的对接情况,仪器不会自动调节对正,不可以通过按钮X,Y手动调节位置。等待几秒钟后就完成了光纤的熔接工作","{'true': '正确', 'false': '错误'}","[""false""]",1.0,6.0,判断题,12.1,[150639],Ex_150641,Chinese
1178,414081_146588,Pm_146588,U_414081,1,1,1.0,2020-07-14 13:53:42,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,当您在命令提示符的后面输入命令的一部分时，按（__）键，Linux会帮你打剩下的字符，补充成为完整命令，如果有多个相符的命令，连按两下（__）键，Linux会显示所有的相符的命令。,"{'A': 'TAB', 'B': 'CONTRL', 'C': 'SHIFT', 'D': 'SPACE'}","[""A""]",1.0,1.0,单选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1179,414081_146589,Pm_146589,U_414081,1,1,2.0,2020-07-14 13:54:01,K_自由软件_计算机科学与技术,初识Linux--初识Linux测试,下面的选项哪些是正确的？,"{'A': 'Linux操作系统是由Linus Torvalds发明的', 'B': 'Linux操作系统是由Richard Stallman发明的', 'C': 'Linus Torvalds和Richard Stallman的工作共同造就了Linux', 'D': '自由软件运动和互联网的兴起造就了Linux操作系统'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1181,414081_146591,Pm_146591,U_414081,0,1,0.0,2020-07-14 13:54:32,K_闭源_计算机科学与技术,初识Linux--初识Linux测试,"关于CentOS,下面哪些说法是正确的？","{'A': 'CentOS100%兼容红帽企业版(RHEL)', 'B': 'CentOS不提供专门技术支持，不包含封闭源代码软件', 'C': 'CentOS 64位版本可以安装在32位架构的机器上', 'D': 'CentOS是利用用红帽企业版(RHEL)源代码重新编译而成的'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1182,414081_146592,Pm_146592,U_414081,1,1,2.0,2020-07-14 13:54:40,K_Swap分区_计算机科学与技术,初识Linux--初识Linux测试,安装Linux所要的两个最基本的分区分别是以（ ）和（ ）。,"{'A': '/boot分区', 'B': '/home分区', 'C': '根分区', 'D': 'Swap分区'}","[""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1183,414081_146593,Pm_146593,U_414081,0,1,0.0,2020-07-14 13:54:54,K_主机名_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1184,414081_146593,Pm_146593,U_414081,0,1,0.0,2020-07-14 13:54:54,K_命令提示符_计算机科学与技术,初识Linux--初识Linux测试,在Linux中，打开BASH后的命令提示符，能够告诉你有关主机的哪些信息？,"{'A': '登录的主机名', 'B': '登录的用户名', 'C': '用户当前所处的工作目录', 'D': '用户上次登录时间'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1188,414081_146597,Pm_146597,U_414081,1,1,2.0,2020-07-14 13:55:57,K_系统管理员_计算机科学与技术,初识Linux--初识Linux测试,下面关于关机和重启的说法，哪些是正确的？,"{'A': '关机是系统管理员要给予充分重视的一件大事.', 'B': 'shutdown -k now 命令用于立即关机', 'C': '不恰当或者不正确的关机和重启，可能会导致数据丢失', 'D': '关机和重启命令默认情况下普通用户亦可执行'}","[""A"", ""C""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1189,414081_146598,Pm_146598,U_414081,0,1,0.0,2020-07-14 13:56:07,K_Shell脚本_计算机科学与技术,初识Linux--初识Linux测试,Linux中所谓的命令(Command)，广义上包括：,"{'A': '可执行的二进制文件', 'B': '可执行的库文件', 'C': 'shell脚本文件', 'D': 'shell内建函数'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,1.9,"[6197117, 6197118, 6197119, 6197120, 6197122]",Ex_116883,Chinese
1193,414081_146604,Pm_146604,U_414081,1,1,1.0,2020-07-14 15:31:28,K_键入_计算机科学与技术,管好文件--用好文件测试01,假设当前工作目录下有一个名为sampledir 的目录，该目录下有一个名为sampledir01的目录， 键入 “rmdir sampledir”，会发生什么？,"{'A': 'sampledir和sampledir01被删除', 'B': '出错', 'C': 'sampledir01被删除', 'D': 'sampledir被删除，但sampledir01未被删除'}","[""B""]",1.0,1.0,单选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
1196,414081_146607,Pm_146607,U_414081,1,1,2.0,2020-07-14 15:33:30,K_登录_计算机科学与技术,管好文件--用好文件测试01,关于Linux中工作目录，下面哪些说法是错误的?,"{'A': '可以在命令提示符中观察到目前所处的工作目录', 'B': '用户登录后初始的默认工作目录总是登录用户的 “家目录”', 'C': '用户的工作目录是固定的', 'D': '可以用～字符代表当前工作目录'}","[""C"", ""D""]",2.0,2.0,多选题,2.10,"[6197129, 6197130, 6197133, 6197135, 6197137, 6197138]",Ex_116892,Chinese
